ogc_fid,id,cd_mun,nm_mun,sigla_uf,area_km2,mean,min,max,sum,std,median
430,396.0,3535101,Palmares Paulista,SP,82.125,0.0,0.0,0.0,0.0,0.0,0.0
431,397.0,3535200,Palmeira d'Oeste,SP,318.74,0.0,0.0,0.0,0.0,0.0,0.0
432,398.0,3535309,Palmital,SP,548.407,0.0,0.0,0.0,0.0,0.0,0.0
433,399.0,3535408,Panorama,SP,356.05,0.0,0.0,0.0,0.0,0.0,0.0
434,400.0,3535507,ParaguaÃ§u Paulista,SP,1001.492,0.0,0.0,0.0,0.0,0.0,0.0
435,401.0,3535606,Paraibuna,SP,809.576,0.056248256138392856,0.0,0.2119140625,6.2998046875,0.06057548161075451,0.0390625
436,408.0,3536257,Parisi,SP,84.737,0.0,0.0,0.0,0.0,0.0,0.0
437,409.0,3536307,PatrocÃ­nio Paulista,SP,602.848,0.0,0.0,0.0,0.0,0.0,0.0
438,410.0,3536406,PaulicÃ©ia,SP,374.091,0.0,0.0,0.0,0.0,0.0,0.0
439,411.0,3536505,PaulÃ­nia,SP,138.777,0.0,0.0,0.0,0.0,0.0,0.0
440,412.0,3536570,PaulistÃ¢nia,SP,256.178,0.0,0.0,0.0,0.0,0.0,0.0
441,413.0,3536604,Paulo de Faria,SP,737.986,0.0,0.0,0.0,0.0,0.0,0.0
442,414.0,3536703,Pederneiras,SP,727.482,0.0,0.0,0.0,0.0,0.0,0.0
443,595.0,3553401,Tanabi,SP,747.218,0.0,0.0,0.0,0.0,0.0,0.0
444,596.0,3553500,TapiraÃ­,SP,755.1,0.09945126488095238,0.0,0.1796875,10.4423828125,0.05554328869529829,0.109375
445,597.0,3553609,Tapiratiba,SP,221.891,0.0,0.0,0.0,0.0,0.0,0.0
446,415.0,3536802,Pedra Bela,SP,158.587,0.0,0.0,0.0,0.0,0.0,0.0
447,416.0,3536901,PedranÃ³polis,SP,260.101,0.0,0.0,0.0,0.0,0.0,0.0
448,417.0,3537008,Pedregulho,SP,712.604,0.0,0.0,0.0,0.0,0.0,0.0
449,418.0,3537107,Pedreira,SP,108.817,0.0,0.0,0.0,0.0,0.0,0.0
450,419.0,3537156,Pedrinhas Paulista,SP,152.309,0.0,0.0,0.0,0.0,0.0,0.0
451,420.0,3537206,Pedro de Toledo,SP,670.44,0.009981496710526316,0.0,0.0576171875,0.9482421875,0.01655656085531863,0.0
452,421.0,3537305,PenÃ¡polis,SP,711.315,0.0,0.0,0.0,0.0,0.0,0.0
453,422.0,3537404,Pereira Barreto,SP,974.247,0.0,0.0,0.0,0.0,0.0,0.0
454,423.0,3537503,Pereiras,SP,223.136,0.0,0.0,0.0,0.0,0.0,0.0
455,424.0,3537602,PeruÃ­be,SP,326.216,0.01416015625,0.0,0.0615234375,0.6513671875,0.01971166461157704,0.0
456,425.0,3537701,Piacatu,SP,232.488,0.0,0.0,0.0,0.0,0.0,0.0
457,426.0,3537800,Piedade,SP,746.868,0.0458801839953271,0.0,0.1357421875,4.9091796875,0.04113453096925134,0.0390625
458,427.0,3537909,Pilar do Sul,SP,681.248,0.060808634020618556,0.0,0.125,5.8984375,0.025876015138271376,0.0625
459,428.0,3538006,Pindamonhangaba,SP,731.355,0.0,0.0,0.0,0.0,0.0,0.0
460,429.0,3538105,Pindorama,SP,184.825,0.0,0.0,0.0,0.0,0.0,0.0
461,430.0,3538204,Pinhalzinho,SP,154.529,0.0,0.0,0.0,0.0,0.0,0.0
462,431.0,3538303,Piquerobi,SP,482.769,0.0,0.0,0.0,0.0,0.0,0.0
463,432.0,3538501,Piquete,SP,175.996,0.0,0.0,0.0,0.0,0.0,0.0
464,433.0,3538600,Piracaia,SP,385.568,0.0,0.0,0.0,0.0,0.0,0.0
465,434.0,3538709,Piracicaba,SP,1378.069,0.0,0.0,0.0,0.0,0.0,0.0
466,435.0,3538808,Piraju,SP,504.591,0.0,0.0,0.0,0.0,0.0,0.0
467,436.0,3538907,PirajuÃ­,SP,823.758,0.0,0.0,0.0,0.0,0.0,0.0
468,446.0,3539905,Poloni,SP,135.12,0.0,0.0,0.0,0.0,0.0,0.0
469,447.0,3540002,PompÃ©ia,SP,784.674,0.0,0.0,0.0,0.0,0.0,0.0
470,448.0,3540101,PongaÃ­,SP,183.399,0.0,0.0,0.0,0.0,0.0,0.0
471,449.0,3540200,Pontal,SP,356.371,0.0,0.0,0.0,0.0,0.0,0.0
472,450.0,3540259,Pontalinda,SP,209.525,0.0,0.0,0.0,0.0,0.0,0.0
473,451.0,3540309,Pontes Gestal,SP,217.505,0.0,0.0,0.0,0.0,0.0,0.0
474,452.0,3540408,Populina,SP,315.938,0.0,0.0,0.0,0.0,0.0,0.0
475,453.0,3540507,Porangaba,SP,265.689,0.0,0.0,0.0,0.0,0.0,0.0
476,454.0,3540606,Porto Feliz,SP,556.706,0.0,0.0,0.0,0.0,0.0,0.0
477,455.0,3540705,Porto Ferreira,SP,244.906,0.0,0.0,0.0,0.0,0.0,0.0
478,456.0,3540754,Potim,SP,44.643,0.0,0.0,0.0,0.0,0.0,0.0
479,457.0,3540804,Potirendaba,SP,342.492,0.0,0.0,0.0,0.0,0.0,0.0
480,458.0,3540853,Pracinha,SP,63.054,0.0,0.0,0.0,0.0,0.0,0.0
481,620.0,3555307,Turmalina,SP,147.797,0.0,0.0,0.0,0.0,0.0,0.0
482,621.0,3555356,Ubarana,SP,209.861,0.0,0.0,0.0,0.0,0.0,0.0
483,622.0,3555406,Ubatuba,SP,708.105,0.2579167930825243,0.0,0.4150390625,26.5654296875,0.10473340583328705,0.2724609375
484,623.0,3555505,Ubirajara,SP,282.179,0.0,0.0,0.0,0.0,0.0,0.0
485,624.0,3555604,Uchoa,SP,252.434,0.0,0.0,0.0,0.0,0.0,0.0
486,459.0,3540903,PradÃ³polis,SP,167.378,0.0,0.0,0.0,0.0,0.0,0.0
487,460.0,3541000,Praia Grande,SP,149.652,0.0,0.0,0.0,0.0,0.0,0.0
488,461.0,3541059,PratÃ¢nia,SP,175.1,0.0,0.0,0.0,0.0,0.0,0.0
489,462.0,3541109,Presidente Alves,SP,286.642,0.0,0.0,0.0,0.0,0.0,0.0
490,463.0,3541208,Presidente Bernardes,SP,749.233,0.0,0.0,0.0,0.0,0.0,0.0
491,464.0,3541307,Presidente EpitÃ¡cio,SP,1260.281,0.0,0.0,0.0,0.0,0.0,0.0
492,465.0,3541406,Presidente Prudente,SP,560.637,0.0,0.0,0.0,0.0,0.0,0.0
493,466.0,3541505,Presidente Venceslau,SP,755.203,0.0,0.0,0.0,0.0,0.0,0.0
494,467.0,3541604,PromissÃ£o,SP,779.2,0.0,0.0,0.0,0.0,0.0,0.0
495,468.0,3541653,Quadra,SP,205.672,0.0,0.0,0.0,0.0,0.0,0.0
496,469.0,3541703,QuatÃ¡,SP,651.341,0.0,0.0,0.0,0.0,0.0,0.0
497,470.0,3541802,Queiroz,SP,234.914,0.0,0.0,0.0,0.0,0.0,0.0
498,471.0,3541901,Queluz,SP,249.399,0.0,0.0,0.0,0.0,0.0,0.0
499,472.0,3542008,Quintana,SP,318.937,0.0,0.0,0.0,0.0,0.0,0.0
500,484.0,3543204,RibeirÃ£o do Sul,SP,203.208,0.0,0.0,0.0,0.0,0.0,0.0
501,485.0,3543238,RibeirÃ£o dos Ãndios,SP,196.446,0.0,0.0,0.0,0.0,0.0,0.0
502,486.0,3543253,RibeirÃ£o Grande,SP,333.363,0.0,0.0,0.0,0.0,0.0,0.0
503,487.0,3543303,RibeirÃ£o Pires,SP,98.972,0.021549479166666666,0.0,0.0625,0.3232421875,0.02027385981550076,0.0146484375
504,488.0,3543402,RibeirÃ£o Preto,SP,650.916,0.0,0.0,0.0,0.0,0.0,0.0
505,489.0,3543501,Riversul,SP,385.878,0.0,0.0,0.0,0.0,0.0,0.0
506,490.0,3543600,Rifaina,SP,162.508,0.0,0.0,0.0,0.0,0.0,0.0
507,491.0,3543709,RincÃ£o,SP,316.639,0.0,0.0,0.0,0.0,0.0,0.0
508,492.0,3543808,RinÃ³polis,SP,358.481,0.0,0.0,0.0,0.0,0.0,0.0
509,493.0,3543907,Rio Claro,SP,498.422,0.0,0.0,0.0,0.0,0.0,0.0
510,494.0,3544004,Rio das Pedras,SP,226.657,0.0,0.0,0.0,0.0,0.0,0.0
511,495.0,3544103,Rio Grande da Serra,SP,36.341,0.024088541666666668,0.0048828125,0.046875,0.14453125,0.015009299327341803,0.02587890625
512,497.0,3544251,Rosana,SP,744.011,0.0,0.0,0.0,0.0,0.0,0.0
513,498.0,3544301,Roseira,SP,129.847,0.0,0.0,0.0,0.0,0.0,0.0
514,499.0,3544400,RubiÃ¡cea,SP,236.484,0.0,0.0,0.0,0.0,0.0,0.0
515,500.0,3544509,RubinÃ©ia,SP,242.877,0.0,0.0,0.0,0.0,0.0,0.0
516,501.0,3544608,Sabino,SP,305.285,0.0,0.0,0.0,0.0,0.0,0.0
517,502.0,3544707,Sagres,SP,147.935,0.0,0.0,0.0,0.0,0.0,0.0
518,503.0,3544806,Sales,SP,308.555,0.0,0.0,0.0,0.0,0.0,0.0
519,504.0,3544905,Sales Oliveira,SP,305.776,0.0,0.0,0.0,0.0,0.0,0.0
520,505.0,3545001,SalesÃ³polis,SP,424.997,0.02880031779661017,0.0,0.0625,1.69921875,0.023802505210972318,0.0244140625
521,506.0,3545100,SalmourÃ£o,SP,172.934,0.0,0.0,0.0,0.0,0.0,0.0
522,507.0,3545159,Saltinho,SP,99.738,0.0,0.0,0.0,0.0,0.0,0.0
523,508.0,3545209,Salto,SP,133.057,0.0,0.0,0.0,0.0,0.0,0.0
524,509.0,3545308,Salto de Pirapora,SP,280.412,0.0107421875,0.0,0.0546875,0.4404296875,0.01577611283659098,0.0
525,510.0,3545407,Salto Grande,SP,188.441,0.0,0.0,0.0,0.0,0.0,0.0
526,511.0,3545506,Sandovalina,SP,455.856,0.0,0.0,0.0,0.0,0.0,0.0
527,512.0,3545605,Santa AdÃ©lia,SP,330.269,0.0,0.0,0.0,0.0,0.0,0.0
528,513.0,3545704,Santa Albertina,SP,272.692,0.0,0.0,0.0,0.0,0.0,0.0
529,514.0,3545803,Santa BÃ¡rbara d'Oeste,SP,271.03,0.0,0.0,0.0,0.0,0.0,0.0
530,515.0,3546009,Santa Branca,SP,272.238,0.0008709881756756757,0.0,0.0146484375,0.0322265625,0.0028338398503947528,0.0
531,516.0,3546108,Santa Clara d'Oeste,SP,183.458,0.0,0.0,0.0,0.0,0.0,0.0
532,640.0,3556958,VitÃ³ria Brasil,SP,49.832,0.0,0.0,0.0,0.0,0.0,0.0
533,641.0,3557006,Votorantim,SP,184.186,0.0,0.0,0.0,0.0,0.0,0.0
534,642.0,3557105,Votuporanga,SP,420.703,0.0,0.0,0.0,0.0,0.0,0.0
535,643.0,3557154,Zacarias,SP,319.056,0.0,0.0,0.0,0.0,0.0,0.0
536,644.0,3557204,Chavantes,SP,188.727,0.0,0.0,0.0,0.0,0.0,0.0
537,517.0,3546207,Santa Cruz da ConceiÃ§Ã£o,SP,150.13,0.0,0.0,0.0,0.0,0.0,0.0
538,518.0,3546256,Santa Cruz da EsperanÃ§a,SP,148.062,0.0,0.0,0.0,0.0,0.0,0.0
539,519.0,3546306,Santa Cruz das Palmeiras,SP,295.337,0.0,0.0,0.0,0.0,0.0,0.0
540,520.0,3546405,Santa Cruz do Rio Pardo,SP,1114.747,0.0,0.0,0.0,0.0,0.0,0.0
541,521.0,3546504,Santa Ernestina,SP,134.421,0.0,0.0,0.0,0.0,0.0,0.0
542,522.0,3546603,Santa FÃ© do Sul,SP,206.537,0.0,0.0,0.0,0.0,0.0,0.0
543,523.0,3546702,Santa Gertrudes,SP,98.291,0.0,0.0,0.0,0.0,0.0,0.0
544,524.0,3546801,Santa Isabel,SP,363.332,0.0,0.0,0.0,0.0,0.0,0.0
545,525.0,3546900,Santa LÃºcia,SP,153.86,0.0,0.0,0.0,0.0,0.0,0.0
546,526.0,3547007,Santa Maria da Serra,SP,252.621,0.0,0.0,0.0,0.0,0.0,0.0
547,527.0,3547106,Santa Mercedes,SP,166.753,0.0,0.0,0.0,0.0,0.0,0.0
548,528.0,3547205,Santana da Ponte Pensa,SP,129.888,0.0,0.0,0.0,0.0,0.0,0.0
549,529.0,3547304,Santana de ParnaÃ­ba,SP,179.949,0.0,0.0,0.0,0.0,0.0,0.0
550,645.0,3557303,Estiva Gerbi,SP,74.144,0.0,0.0,0.0,0.0,0.0,0.0
551,530.0,3547403,Santa Rita d'Oeste,SP,209.8,0.0,0.0,0.0,0.0,0.0,0.0
552,531.0,3547502,Santa Rita do Passa Quatro,SP,754.141,0.0,0.0,0.0,0.0,0.0,0.0
553,532.0,3547601,Santa Rosa de Viterbo,SP,288.576,0.0,0.0,0.0,0.0,0.0,0.0
554,533.0,3547650,Santa Salete,SP,79.192,0.0,0.0,0.0,0.0,0.0,0.0
555,534.0,3547700,Santo AnastÃ¡cio,SP,552.876,0.0,0.0,0.0,0.0,0.0,0.0
556,535.0,3547809,Santo AndrÃ©,SP,175.782,0.036173502604166664,0.0,0.078125,0.8681640625,0.025292590386806278,0.03515625
557,536.0,3547908,Santo AntÃ´nio da Alegria,SP,310.311,0.0,0.0,0.0,0.0,0.0,0.0
558,537.0,3548005,Santo AntÃ´nio de Posse,SP,154.133,0.0,0.0,0.0,0.0,0.0,0.0
559,538.0,3548054,Santo AntÃ´nio do AracanguÃ¡,SP,1308.432,0.0,0.0,0.0,0.0,0.0,0.0
560,539.0,3548104,Santo AntÃ´nio do Jardim,SP,109.956,0.0,0.0,0.0,0.0,0.0,0.0
561,540.0,3548203,Santo AntÃ´nio do Pinhal,SP,133.008,0.0,0.0,0.0,0.0,0.0,0.0
562,541.0,3548302,Santo Expedito,SP,94.465,0.0,0.0,0.0,0.0,0.0,0.0
563,542.0,3548401,SantÃ³polis do AguapeÃ­,SP,128.026,0.0,0.0,0.0,0.0,0.0,0.0
564,543.0,3548500,Santos,SP,281.033,0.04544422238372093,0.0,0.109375,1.9541015625,0.027738620016872897,0.0439453125
565,544.0,3548609,SÃ£o Bento do SapucaÃ­,SP,252.579,0.0,0.0,0.0,0.0,0.0,0.0
566,545.0,3548708,SÃ£o Bernardo do Campo,SP,409.532,0.04663927801724138,0.0029296875,0.1103515625,2.705078125,0.02901903904639287,0.04150390625
567,546.0,3548807,SÃ£o Caetano do Sul,SP,15.331,0.0,0.0,0.0,0.0,0.0,0.0
568,548.0,3549003,SÃ£o Francisco,SP,75.579,0.0,0.0,0.0,0.0,0.0,0.0
569,549.0,3549102,SÃ£o JoÃ£o da Boa Vista,SP,516.399,0.0,0.0,0.0,0.0,0.0,0.0
570,550.0,3549201,SÃ£o JoÃ£o das Duas Pontes,SP,129.462,0.0,0.0,0.0,0.0,0.0,0.0
571,551.0,3549250,SÃ£o JoÃ£o de Iracema,SP,178.396,0.0,0.0,0.0,0.0,0.0,0.0
572,552.0,3549300,SÃ£o JoÃ£o do Pau d'Alho,SP,117.665,0.0,0.0,0.0,0.0,0.0,0.0
573,553.0,3549409,SÃ£o Joaquim da Barra,SP,410.863,0.0,0.0,0.0,0.0,0.0,0.0
574,554.0,3549508,SÃ£o JosÃ© da Bela Vista,SP,276.952,0.0,0.0,0.0,0.0,0.0,0.0
575,555.0,3549607,SÃ£o JosÃ© do Barreiro,SP,570.685,0.06402744391025642,0.0,0.251953125,4.994140625,0.08084407578871236,0.0
576,556.0,3549706,SÃ£o JosÃ© do Rio Pardo,SP,419.684,0.0,0.0,0.0,0.0,0.0,0.0
577,557.0,3549805,SÃ£o JosÃ© do Rio Preto,SP,431.944,0.0,0.0,0.0,0.0,0.0,0.0
578,558.0,3549904,SÃ£o JosÃ© dos Campos,SP,1099.409,0.0,0.0,0.0,0.0,0.0,0.0
579,559.0,3549953,SÃ£o LourenÃ§o da Serra,SP,186.456,0.0,0.0,0.0,0.0,0.0,0.0
580,560.0,3550001,SÃ£o Luiz do Paraitinga,SP,617.315,0.0842141544117647,0.0,0.3330078125,7.158203125,0.09776942512061945,0.0439453125
581,561.0,3550100,SÃ£o Manuel,SP,650.734,0.0,0.0,0.0,0.0,0.0,0.0
582,562.0,3550209,SÃ£o Miguel Arcanjo,SP,930.339,0.0038986797480620155,0.0,0.0556640625,0.5029296875,0.009902068950544267,0.0
583,563.0,3550308,SÃ£o Paulo,SP,1521.202,0.0002586329908675799,0.0,0.0087890625,0.056640625,0.0012806804658577562,0.0
584,564.0,3550407,SÃ£o Pedro,SP,611.278,0.0,0.0,0.0,0.0,0.0,0.0
585,565.0,3550506,SÃ£o Pedro do Turvo,SP,731.221,0.0,0.0,0.0,0.0,0.0,0.0
586,566.0,3550605,SÃ£o Roque,SP,306.908,0.0,0.0,0.0,0.0,0.0,0.0
587,567.0,3550704,SÃ£o SebastiÃ£o,SP,402.395,0.0439453125,0.0,0.1103515625,2.5048828125,0.03721068019603682,0.0625
588,568.0,3550803,SÃ£o SebastiÃ£o da Grama,SP,252.41,0.0,0.0,0.0,0.0,0.0,0.0
589,569.0,3550902,SÃ£o SimÃ£o,SP,617.252,0.0,0.0,0.0,0.0,0.0,0.0
590,570.0,3551009,SÃ£o Vicente,SP,148.151,0.006184895833333333,0.0,0.0380859375,0.1298828125,0.010724558270442011,0.0
591,571.0,3551108,SarapuÃ­,SP,352.592,0.01133578431372549,0.0,0.0546875,0.578125,0.015114098758385638,0.0029296875
592,572.0,3551207,SarutaiÃ¡,SP,141.608,0.0,0.0,0.0,0.0,0.0,0.0
593,579.0,3551900,SeverÃ­nia,SP,140.46,0.0,0.0,0.0,0.0,0.0,0.0
594,580.0,3552007,Silveiras,SP,414.782,0.004985608552631579,0.0,0.048828125,0.2841796875,0.011293695390481754,0.0
595,581.0,3552106,Socorro,SP,449.029,0.0,0.0,0.0,0.0,0.0,0.0
596,582.0,3552205,Sorocaba,SP,449.872,0.0,0.0,0.0,0.0,0.0,0.0
597,583.0,3552304,Sud Mennucci,SP,594.744,0.0,0.0,0.0,0.0,0.0,0.0
598,584.0,3552403,SumarÃ©,SP,153.465,0.0,0.0,0.0,0.0,0.0,0.0
599,585.0,3552502,Suzano,SP,206.236,0.0051185344827586205,0.0,0.041015625,0.1484375,0.01061641190476187,0.0
600,586.0,3552551,SuzanÃ¡polis,SP,330.587,0.0,0.0,0.0,0.0,0.0,0.0
601,587.0,3552601,TabapuÃ£,SP,345.792,0.0,0.0,0.0,0.0,0.0,0.0
602,588.0,3552700,Tabatinga,SP,368.604,0.0,0.0,0.0,0.0,0.0,0.0
603,589.0,3552809,TaboÃ£o da Serra,SP,20.388,0.0,0.0,0.0,0.0,0.0,0.0
604,590.0,3552908,Taciba,SP,607.267,0.0,0.0,0.0,0.0,0.0,0.0
605,591.0,3553005,TaguaÃ­,SP,145.332,0.0,0.0,0.0,0.0,0.0,0.0
606,592.0,3553104,TaiaÃ§u,SP,107.059,0.0,0.0,0.0,0.0,0.0,0.0
607,593.0,3553203,TaiÃºva,SP,132.459,0.0,0.0,0.0,0.0,0.0,0.0
608,594.0,3553302,TambaÃº,SP,561.788,0.0,0.0,0.0,0.0,0.0,0.0
609,598.0,3553658,Taquaral,SP,53.892,0.0,0.0,0.0,0.0,0.0,0.0
610,599.0,3553708,Taquaritinga,SP,594.335,0.0,0.0,0.0,0.0,0.0,0.0
611,600.0,3553807,Taquarituba,SP,448.515,0.0,0.0,0.0,0.0,0.0,0.0
612,601.0,3553856,TaquarivaÃ­,SP,231.792,0.0,0.0,0.0,0.0,0.0,0.0
613,602.0,3553906,Tarabai,SP,201.385,0.0,0.0,0.0,0.0,0.0,0.0
614,603.0,3553955,TarumÃ£,SP,302.913,0.0,0.0,0.0,0.0,0.0,0.0
615,604.0,3554003,TatuÃ­,SP,523.749,0.0,0.0,0.0,0.0,0.0,0.0
616,605.0,3554102,TaubatÃ©,SP,625.003,0.0,0.0,0.0,0.0,0.0,0.0
617,606.0,3554201,TejupÃ¡,SP,296.189,0.0,0.0,0.0,0.0,0.0,0.0
618,607.0,3554300,Teodoro Sampaio,SP,1555.803,0.0,0.0,0.0,0.0,0.0,0.0
619,608.0,3554409,Terra Roxa,SP,221.541,0.0,0.0,0.0,0.0,0.0,0.0
620,609.0,3554508,TietÃª,SP,404.396,0.0,0.0,0.0,0.0,0.0,0.0
621,610.0,3554607,Timburi,SP,196.79,0.0,0.0,0.0,0.0,0.0,0.0
622,611.0,3554656,Torre de Pedra,SP,71.348,0.0,0.0,0.0,0.0,0.0,0.0
623,612.0,3554706,Torrinha,SP,315.267,0.0,0.0,0.0,0.0,0.0,0.0
624,613.0,3554755,Trabiju,SP,63.421,0.0,0.0,0.0,0.0,0.0,0.0
625,614.0,3554805,TremembÃ©,SP,191.094,0.0,0.0,0.0,0.0,0.0,0.0
626,615.0,3554904,TrÃªs Fronteiras,SP,151.594,0.0,0.0,0.0,0.0,0.0,0.0
627,616.0,3554953,Tuiuti,SP,126.731,0.0,0.0,0.0,0.0,0.0,0.0
628,617.0,3555000,TupÃ£,SP,627.986,0.0,0.0,0.0,0.0,0.0,0.0
629,618.0,3555109,Tupi Paulista,SP,244.77,0.0,0.0,0.0,0.0,0.0,0.0
630,619.0,3555208,TuriÃºba,SP,153.235,0.0,0.0,0.0,0.0,0.0,0.0
631,625.0,3555703,UniÃ£o Paulista,SP,79.056,0.0,0.0,0.0,0.0,0.0,0.0
632,626.0,3555802,UrÃ¢nia,SP,209.262,0.0,0.0,0.0,0.0,0.0,0.0
633,627.0,3555901,Uru,SP,146.901,0.0,0.0,0.0,0.0,0.0,0.0
634,628.0,3556008,UrupÃªs,SP,323.916,0.0,0.0,0.0,0.0,0.0,0.0
635,629.0,3556107,Valentim Gentil,SP,149.741,0.0,0.0,0.0,0.0,0.0,0.0
636,630.0,3556206,Valinhos,SP,148.538,0.0,0.0,0.0,0.0,0.0,0.0
637,631.0,3556305,ValparaÃ­so,SP,857.661,0.0,0.0,0.0,0.0,0.0,0.0
638,632.0,3556354,Vargem,SP,142.595,0.0,0.0,0.0,0.0,0.0,0.0
639,633.0,3556404,Vargem Grande do Sul,SP,267.178,0.0,0.0,0.0,0.0,0.0,0.0
640,634.0,3556453,Vargem Grande Paulista,SP,42.489,0.0,0.0,0.0,0.0,0.0,0.0
641,635.0,3556503,VÃ¡rzea Paulista,SP,35.12,0.0,0.0,0.0,0.0,0.0,0.0
642,636.0,3556602,Vera Cruz,SP,247.716,0.0,0.0,0.0,0.0,0.0,0.0
643,637.0,3556701,Vinhedo,SP,80.95,0.0,0.0,0.0,0.0,0.0,0.0
644,638.0,3556800,Viradouro,SP,217.726,0.0,0.0,0.0,0.0,0.0,0.0
645,639.0,3556909,Vista Alegre do Alto,SP,95.429,0.0,0.0,0.0,0.0,0.0,0.0
